trained_at_utc,dataset_path,target,train_rows,val_rows,cutoff_date,strategy,lgb_weight,xgb_weight,mae,rmse,mape,wmape
2026-04-14T05:23:07+00:00,D:\Downloads\model\data.csv,units_sold_today,427295,84150,2025-04-01,blend,0.5,0.5,2.2261820373263164,3.6528801920315166,60.64882579827611,21.8941853886621
